rate,Submissions,cost per response
10,9,0.296666667
10,9,0.1
10,18,0.22
10,18,0.22
10,9,0.343333333
10,9,0.406666667
10,9,0.216666667
10,9,0.38
10,18,0.266666667
10,27,0.176666667
10,18,0.12
10,18,0.2
10,9,0.343333333
10,9,0.386666667
12,18,0.366666667
12,9,0.366666667
12,54,0.28
10,9,0.23
10,9,0.273333333
12,45,0.18
10,18,0.306666667
10,9,0.33
10,9,0.16
10,36,0.226666667
2,9,0.343333333
10,18,0.313333333
10,9,0.316666667
12,27,0.313333333
16,9,0.06
10,54,0.1
12,27,0.083333333
12,9,0.113333333
12,9,0.063333333
12,9,0.16
12,9,0.12
10,9,0.153333333
12,9,0.49
12,9,0.186666667
12,9,0.066666667
12,18,0.333333333
6,18,0.206666667
6,99,0.32
6,162,0.436666667
10,108,0.27
10,180,0.403333333
6,108,0.316666667
6,36,0.196666667
6,45,0.383333333
6,72,0.156666667
10,99,0.373333333
10,225,0.22
10,144,0.243333333
10,225,0.386666667
12,171,0.376666667
12,333,0.3
6,27,0.283333333
10,117,0.323333333
10,81,0.266666667
10,108,0.303333333
12,171,0.46
8,279,0.27
6,9,0.17
10,225,0.32
12,558,0.31
14,198,0.23
6,27,0.156666667
10,153,0.31
10,81,0.41
10,279,0.276666667
10,324,0.276666667
10,243,0.3
12,585,0.376666667
12,477,0.29
12,360,0.266666667
6,9,0.336666667
6,9,0.433333333
6,36,0.423333333
10,90,0.393333333
10,162,0.37
12,459,0.276666667
8,378,0.226666667
14,315,0.27
6,9,0.083333333
6,18,0.133333333
12,189,0.396666667
12,243,0.243333333
12,279,0.276666667
2,9,0.523333333
6,9,0.403333333
10,306,0.296666667
10,162,0.376666667
10,144,0.26
12,351,0.276666667
12,243,0.23
6,18,0.096666667
10,288,0.293333333
10,144,0.486666667
12,387,0.246666667
2,9,0.196666667
12,54,0.343333333
12,9,0.34
10,9,0.33
10,9,0.273333333
12,18,0.156666667
12,27,0.503333333
12,18,0.276666667
10,9,0.106666667
10,36,0.296666667
12,9,0.086666667
12,18,0.156666667
12,9,0.486666667
12,9,0.543333333
10,27,0.223333333
12,45,0.343333333
12,9,0.103333333
12,9,0.156666667
12,9,0.706666667
12,9,0.303333333
10,18,0.166666667
12,27,0.163333333
12,18,0.243333333
12,18,0.096666667
10,81,0.093333333
12,9,0.136666667
6,9,0.253333333
12,9,0.306666667
12,18,0.11
10,18,0.206666667
12,9,0.073333333
6,9,0.28
10,18,0.636666667
6,18,0.213333333
10,81,0.09
10,9,0.043333333
6,9,0.106666667
10,9,0.286666667
10,27,0.106666667
12,9,0.323333333
12,27,0.133333333
10,9,0.21
12,27,0.166666667
10,27,0.13
10,9,0.27
12,18,0.186666667
12,9,0.103333333
10,9,0.11
10,9,0.216666667
10,9,0.21
10,9,0.153333333
6,9,0.31
2,9,0.393333333
2,9,0.07
2,9,0.46
6,9,0.28
6,18,0.4
12,45,0.423333333
10,18,0.423333333
12,54,0.286666667
12,9,0.176666667
10,27,0.493333333
12,36,0.383333333
10,36,0.116666667
10,54,0.423333333
10,27,0.293333333
12,9,0.546666667
12,27,0.396666667
10,9,0.32
12,27,0.29
12,9,0.353333333
10,18,0.393333333
12,9,0.42
12,18,0.14
12,9,0.113333333
12,9,0.22
12,9,0.276666667
12,18,0.153333333
10,36,0.363333333
10,9,0.083333333
10,9,0.333333333
10,9,0.486666667
10,9,0.636666667
10,18,0.293333333
10,18,0.293333333
10,9,0.226666667
10,9,0.403333333
12,9,0.173333333
10,9,0.41
12,9,0.663333333
10,18,0.18
10,18,0.333333333
12,9,0.26
12,27,0.256666667
10,9,0.076666667
10,9,0.226666667
10,9,0.063333333
10,9,0.08
10,9,0.24
12,27,0.13
12,45,0.243333333
12,27,0.21
10,9,0.15
12,18,0.22
12,27,0.33
10,18,0.3
10,18,0.123333333
10,18,0.15
12,9,0.283333333
10,9,0.3
10,9,0.136666667
12,9,0.163333333
14,9,0.15
14,27,0.19
10,27,0.233333333
10,9,0.11
6,9,0.126666667
10,9,0.106666667
6,18,0.15
12,9,0.096666667
12,90,0.22
6,9,0.163333333
10,9,0.103333333
12,63,0.106666667
12,36,0.236666667
12,9,0.08
12,9,0.06
10,9,0.333333333
10,9,0.223333333
10,9,0.31
10,27,0.333333333
6,9,0.266666667
6,9,0.18
12,9,0.076666667
10,9,0.086666667
10,9,0.063333333
10,18,0.616666667
6,9,0.183333333
12,9,0.08
12,9,0.32
10,9,0.096666667
10,9,0.15
6,9,0.04
10,9,0.233333333
10,9,0.303333333
10,9,0.186666667
12,27,0.34
10,9,0.423333333
10,9,0.173333333
10,9,0.103333333
12,27,0.203333333
10,9,0.35
10,9,0.293333333
12,27,0.223333333
12,36,0.19
10,18,0.26
10,18,0.13
12,27,0.196666667
12,45,0.213333333
10,9,0.27
10,18,0.13
10,9,0.126666667
10,9,0.22
10,9,0.16
10,9,0.296666667
12,9,0.34
10,9,0.246666667
12,36,0.25
10,18,0.21
10,9,0.186666667
12,9,0.09
10,36,0.176666667
12,18,0.133333333
10,9,0.18
10,9,0.25
10,9,0.176666667
10,18,0.406666667
12,18,0.16
10,18,0.13
10,9,0.223333333
12,9,0.133333333
12,9,0.15
12,9,0.2
10,9,0.2
2,9,0.193333333
6,27,0.423333333
6,9,0.133333333
6,189,0.256666667
10,108,0.32
12,135,0.376666667
10,144,0.303333333
10,207,0.27
10,171,0.286666667
12,162,0.386666667
6,9,0.083333333
6,27,0.183333333
10,72,0.276666667
10,198,0.253333333
10,234,0.403333333
12,432,0.253333333
12,315,0.276666667
6,27,0.153333333
6,36,0.37
6,27,0.113333333
10,315,0.29
12,315,0.28
10,126,0.38
10,63,0.213333333
10,90,0.296666667
10,99,0.31
12,351,0.236666667
12,351,0.283333333
2,9,0.256666667
6,108,0.176666667
6,27,0.373333333
6,9,0.243333333
6,9,0.563333333
6,18,0.263333333
10,234,0.29
6,63,0.266666667
10,117,0.323333333
12,171,0.316666667
12,459,0.256666667
6,9,0.46
10,126,0.373333333
10,243,0.333333333
10,252,0.346666667
12,63,0.23
6,9,0.266666667
6,18,0.16
6,9,0.226666667
10,153,0.223333333
10,18,0.193333333
6,27,0.253333333
6,9,0.2
6,180,0.33
10,27,0.293333333
12,414,0.403333333
10,18,0.2
10,18,0.186666667
10,18,0.363333333
12,27,0.18
10,36,0.23
12,18,0.37
10,27,0.12
10,9,0.263333333
10,9,0.223333333
12,9,0.29
12,9,0.076666667
12,9,0.3
12,9,0.206666667
12,9,0.14
10,9,0.046666667
12,9,0.143333333
10,18,0.106666667
10,27,0.04
12,9,0.24
6,9,0.183333333
10,18,0.086666667
10,18,0.166666667
10,9,0.296666667
12,18,0.1
10,18,0.09
14,18,0.136666667
14,9,0.113333333
2,9,0.356666667
2,9,0.18
12,9,0.223333333
2,18,0.246666667
10,18,0.593333333
10,9,0.223333333
6,18,0.12
10,18,0.14
10,18,0.203333333
10,18,0.326666667
10,18,0.28
10,9,0.213333333
10,27,0.29
10,9,0.383333333
12,9,0.353333333
12,27,0.306666667
10,9,0.116666667
12,9,0.37
12,36,0.24
10,27,0.286666667
10,9,0.383333333
10,9,0.21
10,9,0.24
6,9,0.26
6,36,0.113333333
6,9,0.11
6,9,0.093333333
6,18,0.22
6,9,0.073333333
12,9,0.226666667
6,99,0.303333333
6,810,0.25
6,27,0.32
6,18,0.18
6,9,0.553333333
14,171,0.173333333
14,477,0.32
12,9,0.36
10,18,0.2
2,9,0.353333333
6,18,0.073333333
12,9,0.19
12,18,0.113333333
12,9,0.126666667
12,18,0.046666667
10,9,0.073333333
10,9,0.08
6,9,0.136666667
12,9,0.15
12,9,0.29
12,9,0.23
12,90,0.156666667
10,18,0.306666667
10,18,0.15
10,18,0.14
10,9,0.173333333
10,18,0.223333333
12,36,0.396666667
10,9,0.326666667
10,9,0.113333333
12,18,0.476666667
10,18,0.346666667
10,9,0.58
10,9,0.35
12,18,0.253333333
10,9,0.096666667
2,9,0.24
2,9,0.073333333
6,9,0.096666667
6,9,0.066666667
12,9,0.16
12,18,0.16
12,45,0.146666667
10,18,0.226666667
10,27,0.22
10,18,0.153333333
10,27,0.176666667
12,9,0.133333333
10,18,0.246666667
10,9,0.216666667
12,36,0.153333333
12,9,0.216666667
10,18,0.146666667
10,9,0.096666667
12,18,0.323333333
12,9,0.293333333
12,18,0.113333333
12,18,0.336666667
10,18,0.196666667
10,9,0.27
10,9,0.326666667
10,27,0.14
12,9,0.116666667
12,27,0.083333333
12,9,0.35
14,9,0.01
12,9,0.16
10,9,0.496666667
6,9,0.31
12,18,0.063333333
12,18,0.376666667
12,18,0.386666667
14,882,0.416666667
12,45,0.33
12,45,0.67
14,18,0.263333333
14,36,0.456666667
6,333,0.23
6,72,0.216666667
6,288,0.25
6,9,0.45
2,126,0.583333333
12,72,0.356666667
12,72,0.426666667
6,117,0.18
6,117,0.276666667
6,18,0.436666667
6,927,0.26
6,45,0.263333333
6,36,0.586666667
6,99,0.403333333
6,36,0.866666667
6,9,0.476666667
6,180,0.316666667
6,81,0.62
2,126,0.626666667
2,99,0.513333333
6,54,0.486666667
12,810,0.473333333
12,63,0.323333333
14,9,0.8
12,18,0.533333333
12,18,0.716666667
12,45,0.993333333
14,9,0.233333333
14,36,0.29
10,63,0.203333333
6,630,0.313333333
6,9,0.136666667
6,18,0.473333333
2,99,0.56
14,1071,0.373333333
2,9,0.126666667
2,18,0.203333333
2,18,0.246666667
12,18,0.216666667
10,18,0.196666667
10,18,0.216666667
6,9,0.23
12,9,0.126666667
12,9,0.31
12,9,0.203333333
12,9,0.216666667
6,18,0.2
10,9,0.24
10,18,0.346666667
12,27,0.226666667
12,27,0.21
10,18,0.246666667
12,27,0.21
10,9,0.15
12,18,0.353333333
12,27,0.226666667
10,27,0.316666667
10,9,0.183333333
12,36,0.236666667
10,18,0.09
12,45,0.276666667
12,36,0.32
12,18,0.226666667
12,9,0.176666667
12,9,0.15
12,9,0.18
12,9,0.066666667
12,18,0.29
12,9,0.353333333
2,9,0.103333333
6,9,0.48
6,45,0.35
2,9,0.096666667
2,9,0.073333333
6,18,0.266666667
2,9,0.55
2,9,0.61
2,9,0.13
2,9,0.166666667
10,9,0.256666667
6,27,0.243333333
10,9,0.153333333
2,9,0.29
10,9,0.333333333
10,36,0.253333333
10,36,0.426666667
10,9,0.263333333
10,9,0.303333333
10,9,0.08
10,18,0.223333333
10,18,0.223333333
10,54,0.243333333
6,9,0.286666667
6,9,0.323333333
12,9,0.236666667
6,18,0.303333333
6,9,0.266666667
12,9,0.203333333
12,9,0.246666667
6,9,0.116666667
6,18,0.41
10,9,0.31
12,9,0.466666667
6,9,0.14
12,18,0.446666667
12,9,0.413333333
12,9,0.22
12,9,0.14
10,9,0.213333333
12,27,0.306666667
6,9,0.236666667
10,18,0.226666667
12,9,0.196666667
6,18,0.65
6,27,0.343333333
12,9,0.36
2,27,0.2
2,9,0.156666667
12,9,0.213333333
12,9,0.093333333
12,9,0.133333333
12,9,0.14
10,54,0.163333333
10,9,0.103333333
12,18,0.106666667
12,9,0.106666667
10,36,0.166666667
10,9,0.243333333
12,9,0.103333333
10,9,0.176666667
12,18,0.19
10,27,0.093333333
10,9,0.16
10,9,0.156666667
6,9,0.153333333
10,9,0.066666667
12,9,0.143333333
10,18,0.09
10,18,0.136666667
12,54,0.136666667
12,18,0.176666667
10,9,0.09
12,9,0.086666667
10,9,0.076666667
10,9,0.103333333
12,9,0.09
12,9,0.146666667
12,9,0.02
12,9,0.206666667
10,18,0.053333333
10,27,0.236666667
10,9,0.156666667
12,9,0.23
10,9,0.106666667
12,9,0.076666667
10,9,0.323333333
10,18,0.133333333
10,9,0.096666667
10,18,0.243333333
10,9,0.136666667
10,63,0.096666667
10,72,0.09
12,9,0.206666667
10,9,0.276666667
12,9,0.303333333
12,9,0.236666667
12,18,0.363333333
10,9,0.13
12,18,0.243333333
12,9,0.446666667
12,27,0.12
12,27,0.306666667
10,9,0.28
12,9,0.256666667
16,9,0.393333333
12,18,0.24
6,9,0.383333333
6,9,0.19
10,9,0.316666667
16,9,0.363333333
12,9,0.286666667
10,9,0.333333333
12,9,0.09
6,9,0.236666667
12,9,0.383333333
12,9,0.08
10,9,0.403333333
10,9,0.23
12,27,0.29
12,36,0.223333333
12,27,0.273333333
6,9,0.126666667
12,9,0.29
12,9,0.12
12,9,0.313333333
2,9,0.103333333
2,9,0.073333333
6,9,0.073333333
10,18,0.21
10,9,0.126666667
10,9,0.25
12,36,0.3
12,36,0.283333333
10,9,0.37
12,18,0.386666667
10,9,0.52
10,18,0.303333333
10,9,0.18
10,9,0.186666667
10,9,0.183333333
2,9,0.293333333
2,9,0.203333333
10,9,0.223333333
6,9,0.32
10,9,0.153333333
6,18,0.333333333
10,9,0.246666667
12,9,0.233333333
12,9,0.146666667
12,9,0.2
10,9,0.243333333
10,9,0.263333333
2,9,0.06
10,9,0.113333333
10,9,0.14
12,9,0.106666667
6,9,0.21
10,9,0.143333333
6,9,0.133333333
12,9,0.026666667
10,9,0.04
12,9,0.156666667
10,9,0.216666667
10,9,0.186666667
12,18,0.11
12,18,0.186666667
12,63,0.12
12,63,0.113333333
12,162,0.203333333
12,9,0.283333333
12,9,0.123333333
10,9,0.076666667
10,9,0.15
10,9,0.096666667
10,9,0.14
10,18,0.05
10,9,0.126666667
6,9,0.263333333
6,9,0.206666667
6,9,0.136666667
6,9,0.35
10,9,0.343333333
6,9,0.226666667
6,18,0.16
2,9,0.2
12,9,0.12
12,9,0.093333333
12,9,0.113333333
10,36,0.213333333
10,18,0.143333333
12,18,0.183333333
10,9,0.26
10,18,0.266666667
10,18,0.133333333
10,9,0.143333333
12,18,0.22
12,18,0.26
12,9,0.286666667
10,9,0.263333333
12,9,0.293333333
12,18,0.65
12,27,0.466666667
12,36,0.573333333
12,45,0.473333333
12,9,0.176666667
12,27,0.45
12,45,0.41
12,54,0.353333333
12,9,0.63
12,9,0.123333333
12,18,0.54
12,45,0.61
10,9,0.536666667
12,9,0.736666667
12,27,0.366666667
10,9,0.213333333
12,9,0.356666667
12,36,0.53
12,9,0.196666667
12,63,0.446666667
12,45,0.62
12,9,0.166666667
2,9,0.233333333
10,9,0.32
6,9,0.26
6,9,0.376666667
6,9,0.37
6,9,0.416666667
10,9,0.26
6,18,0.49
12,9,0.286666667
12,9,0.346666667
6,9,0.34
10,9,0.336666667
10,9,0.356666667
10,18,0.326666667
10,9,0.193333333
12,18,0.286666667
10,9,0.476666667
12,9,0.193333333
6,9,0.23
12,9,0.21
12,18,0.306666667
6,9,0.126666667
10,9,0.046666667
16,9,0.126666667
10,9,0.113333333
10,9,0.09
10,9,0.263333333
10,9,0.14
10,9,0.046666667
10,18,0.406666667
10,18,0.233333333
10,9,0.03
10,18,0.19
6,9,0.37
6,9,0.306666667
10,27,0.226666667
10,18,0.32
10,9,0.31
10,9,0.233333333
10,45,0.273333333
10,36,0.33
10,72,0.383333333
10,27,0.29
12,9,0.423333333
12,27,0.35
12,9,0.333333333
12,18,0.153333333
12,18,0.246666667
12,63,0.33
10,9,0.11
10,9,0.373333333
10,9,0.403333333
10,9,0.31
12,18,0.276666667
12,18,0.143333333
12,9,0.476666667
10,9,0.436666667
10,36,0.25
10,9,0.536666667
16,9,0.34
10,27,0.246666667
10,9,0.053333333
10,36,0.306666667
10,18,0.406666667
12,36,0.306666667
6,9,0.363333333
10,9,0.26
10,9,0.116666667
10,9,0.366666667
6,9,0.196666667
6,18,0.106666667
10,9,0.186666667
12,9,0.11
10,9,0.296666667
12,9,0.16
10,9,0.303333333
10,9,0.116666667
12,9,0.213333333
10,18,0.33
10,9,0.43
12,18,0.29
10,45,0.386666667
12,63,0.233333333
10,18,0.166666667
10,18,0.19
10,18,0.216666667
10,27,0.173333333
10,9,0.266666667
12,99,0.16
12,45,0.236666667
10,9,0.18
10,9,0.203333333
12,54,0.223333333
12,27,0.223333333
10,9,0.256666667
10,9,0.213333333
10,18,0.266666667
10,36,0.326666667
10,9,0.16
10,9,0.23
10,9,0.116666667
10,9,0.24
12,9,0.123333333
12,45,0.29
10,27,0.18
12,81,0.16
12,9,0.163333333
12,18,0.053333333
6,9,0.47
10,18,0.176666667
10,9,0.066666667
10,9,0.173333333
10,18,0.153333333
10,18,0.263333333
12,9,0.04
2,9,0.44
10,9,0.203333333
10,27,0.346666667
10,9,0.14
10,9,0.146666667
12,9,0.106666667
12,9,0.206666667
6,9,0.083333333
12,9,0.313333333
10,9,0.05
6,9,0.08
8,9,0.503333333
10,9,0.226666667
10,9,0.11
10,9,0.296666667
12,18,0.033333333
6,9,0.556666667
10,9,0.39
6,18,0.27
2,9,0.15
2,9,0.193333333
14,9,0.28
8,9,0.153333333
8,18,0.416666667
14,27,0.416666667
6,9,0.243333333
10,36,0.196666667
6,9,0.393333333
6,18,0.446666667
6,9,0.386666667
10,9,0.21
10,18,0.696666667
10,9,0.04
10,18,0.816666667
10,18,0.39
10,9,0.946666667
10,18,0.21
10,18,0.25
10,9,0.166666667
10,27,0.296666667
10,18,0.483333333
10,27,0.246666667
10,9,0.38
10,9,0.266666667
6,9,0.24
6,9,0.233333333
6,9,0.12
6,9,0.206666667
10,9,0.293333333
10,18,0.18
10,9,0.45
10,18,0.343333333
10,36,0.35
10,9,0.176666667
12,9,0.133333333
12,9,0.23
10,441,0.08
12,9,0.23
10,9,0.326666667
10,9,0.083333333
10,9,0.113333333
6,9,0.34
6,9,0.473333333
10,18,0.396666667
6,9,0.23
12,9,0.353333333
6,9,0.48
10,9,0.17
12,9,0.15
12,9,0.18
12,9,0.233333333
10,9,0.08
6,18,0.383333333
10,18,0.213333333
10,9,0.22
10,36,0.173333333
10,9,0.246666667
12,54,0.223333333
12,27,0.156666667
10,9,0.263333333
10,9,0.31
10,18,0.176666667
10,9,0.16
12,9,0.363333333
10,18,0.126666667
10,18,0.17
12,45,0.243333333
12,18,0.216666667
12,27,0.216666667
10,9,0.17
12,45,0.173333333
12,18,0.24
10,63,0.153333333
10,90,0.293333333
6,45,0.28
6,117,0.346666667
6,135,0.313333333
10,90,0.333333333
10,135,0.323333333
10,225,0.246666667
10,216,0.293333333
10,153,0.4
12,369,0.283333333
10,27,0.263333333
10,216,0.286666667
8,306,0.226666667
2,9,0.43
6,9,0.87
6,27,0.316666667
6,9,0.126666667
10,468,0.263333333
10,162,0.466666667
6,9,0.376666667
6,9,0.18
6,81,0.26
10,135,0.29
10,99,0.286666667
10,189,0.263333333
10,162,0.28
12,477,0.436666667
10,522,0.423333333
12,333,0.246666667
6,9,0.083333333
6,81,0.283333333
6,99,0.363333333
10,90,0.32
10,54,0.226666667
6,9,0.133333333
2,9,0.19
6,36,0.303333333
6,9,0.173333333
10,144,0.37
10,81,0.3
10,234,0.303333333
12,216,0.29
12,387,0.34
6,9,0.07
10,9,0.266666667
12,9,0.35
12,9,0.143333333
12,9,0.22
10,9,0.353333333
6,18,0.153333333
10,9,0.256666667
10,9,0.356666667
6,9,0.3
6,9,0.183333333
10,9,0.243333333
10,9,0.323333333
6,9,0.406666667
6,9,0.32
10,9,0.2
6,9,0.13
10,9,0.146666667
10,252,0.086666667
10,243,0.05
6,9,0.193333333
10,513,0.07
10,108,0.053333333
10,243,0.056666667
10,9,0.136666667
10,9,0.06
10,36,0.28
12,63,0.19
10,9,0.05
12,9,0.186666667
12,9,0.116666667
12,18,0.3
12,9,0.156666667
6,9,0.116666667
10,9,0.226666667
12,54,0.156666667
12,90,0.2
12,9,0.31
6,18,0.17
10,9,0.243333333
6,9,0.19
6,9,0.193333333
10,36,0.22
16,9,0.56
12,9,0.186666667
12,9,0.11
14,18,0.156666667
12,9,0.046666667
12,9,0.386666667
12,9,0.146666667
12,9,0.226666667
12,9,0.26
12,18,0.346666667
12,18,0.346666667
12,9,0.303333333
12,9,0.213333333
12,18,0.173333333
12,9,0.05
12,9,0.063333333
12,90,0.176666667
12,63,0.176666667
12,81,0.143333333
12,27,0.163333333
12,27,0.113333333
12,90,0.19
12,9,0.223333333
12,9,0.116666667
10,18,0.193333333
6,9,0.076666667
10,9,0.15
6,18,0.096666667
12,9,0.236666667
10,9,0.15
6,9,0.403333333
2,18,0.08
2,18,0.206666667
2,18,0.25
6,9,0.293333333
10,9,0.26
10,9,0.216666667
10,27,0.173333333
10,9,0.28
10,9,0.203333333
2,9,0.253333333
10,9,0.186666667
6,9,0.603333333
6,9,0.353333333
2,9,0.47
2,9,0.193333333
6,18,0.44
6,9,0.113333333
6,9,0.37
6,18,0.273333333
6,18,0.17
6,9,0.346666667
12,9,0.103333333
10,9,0.396666667
10,9,0.17
10,9,0.126666667
6,9,0.183333333
6,9,0.173333333
10,9,0.606666667
2,9,0.086666667
6,9,0.29
12,9,0.626666667
14,18,0.36
16,27,0.543333333
16,27,0.343333333
14,9,0.2
10,9,0.136666667
10,9,0.196666667
10,9,0.296666667
10,9,0.373333333
6,9,0.166666667
10,9,0.14
12,36,0.14
12,18,0.25
10,9,0.273333333
16,9,0.173333333
12,9,0.28
10,45,0.163333333
12,9,0.143333333
12,63,0.146666667
12,72,0.223333333
10,27,0.133333333
12,99,0.16
12,54,0.2
10,9,0.166666667
10,9,0.176666667
10,9,0.226666667
2,9,0.263333333
2,9,0.15
2,9,0.34
8,18,0.346666667
8,9,0.476666667
14,18,0.34
12,18,0.233333333
8,9,0.456666667
10,9,0.233333333
12,18,0.206666667
8,18,0.423333333
6,9,0.273333333
10,18,0.31
6,9,0.24
10,9,0.183333333
10,9,0.183333333
10,9,0.363333333
2,9,0.133333333
12,9,0.246666667
12,18,0.213333333
10,18,0.213333333
12,9,0.33
10,27,0.23
12,72,0.32
12,45,0.286666667
12,63,0.223333333
10,18,0.456666667
10,9,0.376666667
10,18,0.333333333
10,27,0.153333333
12,36,0.223333333
12,108,0.283333333
12,63,0.316666667
12,9,0.143333333
10,18,0.166666667
6,9,0.323333333
6,27,0.226666667
6,9,0.323333333
10,9,0.19
10,9,0.223333333
10,9,0.44
10,27,0.26
10,9,0.306666667
10,9,0.296666667
10,9,0.376666667
6,9,0.3
10,9,0.286666667
10,9,0.026666667
2,9,0.263333333
16,9,0.203333333
6,9,0.133333333
6,18,0.246666667
14,18,0.25
14,27,0.3
14,72,0.49
12,18,0.283333333
14,18,0.213333333
6,18,0.236666667
6,18,0.243333333
2,9,0.143333333
10,9,0.22
10,9,0.136666667
12,9,0.18
6,9,0.046666667
6,9,0.226666667
10,9,0.263333333
12,9,0.2
12,9,0.356666667
16,9,0.196666667
12,18,0.09
12,18,0.143333333
12,9,0.086666667
10,9,0.176666667
12,63,0.173333333
10,9,0.233333333
10,27,0.076666667
12,63,0.246666667
6,9,0.12
6,18,0.16
10,9,0.06
10,171,0.056666667
6,9,0.2
12,27,0.15
12,9,0.14
10,306,0.06
6,9,0.11
12,9,0.123333333
10,180,0.07
10,9,0.143333333
6,9,0.21
10,18,0.156666667
6,27,0.176666667
2,9,0.316666667
2,9,0.323333333
2,18,0.236666667
2,9,0.133333333
12,9,0.613333333
12,9,0.1
12,18,0.483333333
12,9,0.02
12,9,0.296666667
10,9,0.26
12,9,0.296666667
12,9,0.143333333
14,243,0.183333333
12,9,0.276666667
14,27,0.533333333
6,144,0.166666667
6,351,0.22
6,27,0.293333333
2,54,0.483333333
12,9,0.193333333
6,423,0.32
2,81,0.54
6,9,0.266666667
6,9,0.176666667
6,27,0.246666667
6,27,0.51
6,99,0.546666667
6,9,0.36
6,27,0.413333333
12,288,0.35
14,405,0.28
12,9,0.616666667
14,36,0.476666667
2,18,0.42
10,45,0.22
6,18,0.426666667
6,9,0.093333333
2,9,0.163333333
2,9,0.27
6,9,0.216666667
2,9,0.296666667
2,9,0.4
2,9,0.446666667
6,9,0.646666667
10,9,0.173333333
12,9,0.246666667
12,9,0.226666667
12,9,0.686666667
12,81,0.483333333
12,9,0.386666667
12,18,0.46
12,9,0.25
12,27,0.296666667
12,18,0.566666667
12,18,0.5
12,9,0.253333333
12,9,0.453333333
12,9,0.373333333
12,27,0.233333333
12,45,0.466666667
12,9,0.123333333
12,54,0.436666667
10,9,0.15
12,36,0.463333333
12,45,0.513333333
12,45,0.45
12,54,0.573333333
12,9,0.356666667
8,9,0.27
12,9,0.12
6,18,0.143333333
12,9,0.17
12,9,0.16
14,9,0.316666667
12,9,0.146666667
14,9,0.023333333
6,171,0.286666667
6,126,0.243333333
6,171,0.166666667
6,27,0.3
6,27,0.266666667
6,18,0.466666667
6,576,0.236666667
2,126,0.5
6,9,0.746666667
6,252,0.246666667
6,765,0.236666667
6,675,0.263333333
6,18,0.503333333
6,18,0.246666667
14,441,0.283333333
12,738,0.366666667
12,9,1.316666667
6,261,0.266666667
6,9,0.393333333
2,54,0.44
6,414,0.25
6,9,1.51
14,396,0.203333333
12,27,0.153333333
2,9,0.193333333
2,9,0.286666667
2,9,0.246666667
2,9,0.223333333
2,9,0.126666667
2,27,0.166666667
2,9,0.16
6,27,0.213333333
10,9,0.176666667
10,9,0.253333333
10,27,0.12
6,9,0.213333333
10,27,0.743333333
6,18,0.206666667
10,9,0.103333333
10,9,0.186666667
6,9,0.203333333
6,27,0.21
6,9,0.286666667
6,9,0.456666667
2,9,0.083333333
2,9,0.15
2,9,0.106666667
12,9,0.153333333
2,27,0.206666667
2,9,0.373333333
14,9,0.123333333
14,9,0.326666667
6,9,0.193333333
10,9,0.163333333
10,18,0.2
14,81,0.18
12,90,0.18
12,9,0.01
12,9,0.066666667
12,45,0.14
12,72,0.17
10,9,0.066666667
12,18,0.21
10,9,0.13
14,36,0.163333333
14,54,0.13
10,9,0.12
16,9,0.196666667
8,9,0.153333333
10,9,0.24
6,9,0.196666667
6,9,0.273333333
10,9,0.37
10,18,0.186666667
10,63,0.293333333
10,72,0.34
12,9,0.4
6,9,0.216666667
6,9,0.313333333
12,9,0.406666667
10,9,0.456666667
12,9,0.113333333
10,9,0.136666667
14,63,0.186666667
12,45,0.11
10,9,0.103333333
10,9,0.273333333
10,9,0.353333333
12,9,0.25
12,27,0.17
10,45,0.316666667
10,27,0.266666667
10,9,0.326666667
10,9,0.126666667
10,27,0.2
10,9,0.29
2,27,0.29
6,9,0.236666667
10,9,0.183333333
10,18,0.273333333
6,9,0.203333333
10,18,0.213333333
6,9,0.426666667
6,27,0.16
6,27,0.123333333
6,36,0.16
2,9,0.223333333
6,9,0.116666667
6,18,0.193333333
10,9,0.42
6,18,0.276666667
2,18,0.23
6,36,0.203333333
6,36,0.19
6,27,0.163333333
6,18,0.17
6,27,0.196666667
6,18,0.11
6,36,0.223333333
6,27,0.186666667
6,18,0.156666667
12,9,0.276666667
10,9,0.223333333
2,9,0.12
6,9,0.226666667
6,9,0.15
12,27,0.246666667
6,9,0.546666667
6,9,0.1
2,9,0.183333333
6,9,0.203333333
6,9,0.246666667
6,9,0.206666667
6,9,0.36
6,9,0.036666667
2,27,0.27
2,9,0.106666667
14,27,0.643333333
14,45,0.47
14,18,0.33
14,27,0.353333333
14,27,0.17
14,18,0.366666667
14,54,0.52
6,18,0.37
14,99,0.333333333
10,36,0.373333333
6,9,0.286666667
6,9,0.396666667
10,9,0.163333333
10,27,0.16
10,9,0.43
10,9,0.323333333
10,18,0.27
10,9,0.17
12,9,0.076666667
10,504,0.066666667
10,459,0.076666667
10,9,0.076666667
10,18,0.14
10,396,0.07
10,117,0.046666667
10,279,0.076666667
10,126,0.05
10,9,0.163333333
10,252,0.053333333
6,18,0.126666667
12,18,0.103333333
10,9,0.18
10,18,0.236666667
6,9,0.216666667
6,36,0.383333333
10,9,0.106666667
10,18,0.193333333
12,9,0.286666667
6,9,0.243333333
12,18,0.323333333
14,9,0.293333333
14,36,0.263333333
14,27,0.31
14,9,0.453333333
12,9,0.13
14,81,0.176666667
12,9,0.133333333
10,9,0.233333333
6,9,0.193333333
